age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,anual_income,monthly_rate,num_companies_worked,over18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,year_birth,monthly_income,number_children,remote_work
51,No,Travel Rarely,1469.0,Unknown,8.0,4,Life Sciences,0,2,Male,81.0,2,3,Research Director,2,Married,12490.0,15736.0,5,Yes,No,16.0,3,4,,2.0,16,5,1,10,0,4,7,1972,1040.83,,No
34,No,Unknown,470.0,Unknown,39.0,4,Life Sciences,339,3,Male,84.0,2,2,Manufacturing Director,1,Unknown,7350.56,23687.0,6,Yes,Unknown,13.0,3,2,,1.0,13,3,3,11,0,5,9,1989,612.55,,Yes
35,No,Travel Rarely,1232.0,Unknown,16.0,3,Unknown,406,3,Male,96.0,3,3,Sales Executive,2,Married,8020.0,5100.0,0,Yes,Unknown,15.0,3,3,,2.0,12,3,2,11,0,6,9,1988,668.33,,Yes
45,No,Travel Frequently,1249.0,Unknown,7.0,3,Life Sciences,0,1,Male,97.0,3,3,Laboratory Technician,1,Unknown,3299.17,20308.0,1,Yes,Unknown,18.0,3,1,,1.0,24,2,3,24,0,9,11,1978,274.93,,Yes
39,No,Unknown,117.0,Unknown,10.0,1,Unknown,429,3,Male,99.0,3,4,Manager,1,Married,17068.0,5355.0,1,Yes,Unknown,14.0,0,4,,0.0,21,3,3,21,0,11,10,1984,1422.33,,Yes
31,No,Unknown,798.0,Unknown,7.0,2,Unknown,0,3,Female,48.0,2,3,Manufacturing Director,3,Married,8943.0,14034.0,1,Yes,No,24.0,4,1,,1.0,10,2,3,10,0,8,9,1992,745.25,,No
39,No,Unknown,672.0,Research & Development,7.0,2,Unknown,444,3,Male,54.0,2,2,Manager,4,Married,19272.0,21141.0,1,Yes,Unknown,15.0,3,1,,1.0,0,2,3,21,0,13,3,1984,1606.0,,Yes
45,No,Travel Rarely,549.0,Unknown,8.0,4,Unknown,452,4,Male,75.0,3,2,Research Scientist,4,Unknown,3314.25,9278.0,9,Yes,No,14.0,3,1,80.0,2.0,12,3,3,10,0,9,8,1978,276.19,,Yes
30,No,Travel Rarely,570.0,Sales,5.0,3,Marketing,456,4,Female,30.0,2,2,Sales Executive,3,Unknown,6982.03,5431.0,1,Yes,Unknown,13.0,3,3,,3.0,10,2,3,10,0,1,2,1993,581.84,,Yes
31,No,Unknown,1232.0,Unknown,7.0,4,Medical,0,3,Female,39.0,3,3,Manufacturing Director,4,Unknown,7350.56,25713.0,1,Yes,Unknown,14.0,3,3,,0.0,11,2,2,11,0,4,10,1992,612.55,,No
36,No,Unknown,541.0,Unknown,3.0,4,Medical,481,1,Male,48.0,2,3,Sales Executive,4,Married,6982.03,7246.0,4,Yes,No,11.0,3,1,,1.0,16,2,3,13,0,1,12,1987,581.84,,Yes
36,No,Travel Rarely,164.0,Unknown,2.0,2,Unknown,513,2,Male,61.0,2,3,Sales Executive,3,Married,6982.03,3809.0,1,Yes,Unknown,13.0,3,2,,2.0,10,2,3,10,0,9,0,1987,581.84,,Yes
55,No,Travel Rarely,1117.0,Unknown,18.0,3,Unknown,597,1,Female,83.0,3,4,Manager,2,Single,17421.96,9873.0,3,Yes,No,23.0,4,4,,0.0,37,2,3,10,0,7,7,1968,1451.83,,Yes
35,No,Unknown,619.0,Unknown,1.0,3,Unknown,600,2,Male,85.0,3,2,Sales Executive,3,Unknown,6982.03,18659.0,9,Yes,Unknown,11.0,3,3,,0.0,15,2,3,11,0,6,9,1988,581.84,,Yes
42,No,Travel Rarely,319.0,Unknown,24.0,3,Medical,0,4,Male,56.0,3,3,Manufacturing Director,1,Married,7350.56,6950.0,1,Yes,Unknown,21.0,4,4,80.0,1.0,10,5,2,10,0,5,8,1981,612.55,,No
52,No,Travel Rarely,956.0,Unknown,6.0,2,Unknown,630,4,Male,78.0,3,2,Research Scientist,1,Divorced,5577.0,22087.0,3,Yes,Yes,12.0,0,2,,2.0,18,3,3,10,0,6,9,1971,464.75,,Yes
49,No,Unknown,1245.0,Unknown,18.0,4,Life Sciences,638,4,Male,58.0,2,2,Research Director,3,Unknown,16089.84,2125.0,1,Yes,Yes,17.0,3,3,,1.0,0,5,3,31,0,0,9,1974,1340.82,,Yes
34,No,Travel Rarely,1397.0,Research & Development,1.0,3,Unknown,683,2,Male,42.0,3,1,Research Scientist,4,Married,2691.0,7660.0,1,Yes,No,12.0,3,4,80.0,1.0,0,4,2,10,0,8,8,1989,224.25,,Yes
33,Yes,Travel Rarely,527.0,Unknown,1.0,4,Other,780,4,Male,63.0,3,1,Research Scientist,4,Single,3314.25,5207.0,1,Yes,Unknown,13.0,3,3,80.0,0.0,10,2,2,10,0,7,8,1990,276.19,,No
33,No,Unknown,213.0,Research & Development,7.0,3,Medical,817,3,Male,49.0,3,3,Research Director,3,Married,16089.84,25995.0,0,Yes,No,11.0,3,4,,0.0,0,3,4,13,0,3,7,1990,1340.82,,Yes
53,No,Travel Rarely,807.05,Unknown,23.0,4,Unknown,901,4,Female,72.0,3,4,Research Director,4,Unknown,16089.84,20206.0,6,Yes,No,18.0,3,3,,0.0,33,0,3,12,0,3,8,1970,1340.82,,Yes
49,No,Travel Rarely,527.0,Unknown,8.0,2,Other,944,1,Female,51.0,3,3,Laboratory Technician,2,Married,7403.0,22477.0,4,Yes,Unknown,11.0,3,3,,1.0,29,3,2,26,0,1,7,1974,616.92,,No
35,No,Unknown,882.0,Unknown,21.0,4,Unknown,984,2,Male,65.99,3,3,Sales Executive,4,Unknown,6982.03,6812.0,6,Yes,Unknown,13.0,3,2,80.0,1.0,0,2,3,10,0,0,8,1988,581.84,,No
38,No,Travel Rarely,330.0,Unknown,17.0,1,Life Sciences,1088,3,Female,65.0,2,3,Healthcare Representative,3,Married,8823.0,24608.0,0,Yes,Unknown,18.0,3,1,,1.0,20,4,2,19,0,1,9,1985,735.25,,No
46,No,Unknown,406.0,Sales,3.0,1,Marketing,1124,1,Male,65.99,3,4,Manager,3,Married,17421.96,15596.0,3,Yes,No,12.0,3,4,,1.0,0,3,3,12,0,4,9,1977,1451.83,,No
36,No,Non Travel,217.0,Unknown,18.0,4,Unknown,0,1,Male,78.0,3,2,Manufacturing Director,4,Single,7350.56,23238.0,2,Yes,Unknown,20.0,4,1,,0.0,18,0,3,11,0,0,9,1987,612.55,,No
42,Yes,Travel Frequently,481.0,Unknown,15.0,3,Life Sciences,1167,1,Male,44.0,3,4,Sales Executive,1,Single,6982.03,2447.0,0,Yes,Unknown,12.0,0,2,,0.0,0,2,2,21,0,13,14,1981,581.84,,Yes
34,No,Travel Frequently,669.0,Unknown,1.0,3,Unknown,1184,4,Male,97.0,2,2,Healthcare Representative,1,Single,7812.92,25755.0,0,Yes,No,20.0,4,3,,0.0,14,3,3,13,0,4,9,1989,651.08,,Yes
30,No,Travel Rarely,1465.0,Research & Development,1.0,3,Medical,0,4,Male,63.0,3,1,Research Scientist,2,Unknown,3579.0,9369.0,0,Yes,Yes,21.0,4,1,,1.0,12,2,3,11,0,5,7,1993,298.25,,Yes
54,No,Travel Rarely,685.0,Unknown,3.0,3,Life Sciences,0,4,Male,85.0,3,4,Research Director,4,Married,17779.0,23474.0,3,Yes,No,14.0,3,1,80.0,0.0,36,2,3,10,0,0,9,1969,1481.58,,Yes
31,No,Travel Rarely,1062.0,Unknown,24.0,3,Medical,1252,3,Female,96.0,2,2,Healthcare Representative,1,Single,7812.92,17198.0,1,Yes,No,19.0,0,2,,0.0,10,2,3,10,0,1,8,1992,651.08,,No
44,No,Unknown,1099.0,Unknown,5.0,3,Unknown,1267,2,Male,88.0,3,2,Manager,2,Married,18213.0,8751.0,7,Yes,No,11.0,3,3,80.0,1.0,26,5,3,22,0,3,10,1979,1517.75,,Yes
55,No,Non Travel,177.0,Unknown,8.0,1,Unknown,1278,4,Male,37.0,2,4,Healthcare Representative,2,Divorced,13577.0,25592.0,1,Yes,Yes,15.0,3,4,,1.0,0,3,3,33,0,15,0,1968,1131.42,,No
44,No,Travel Rarely,1199.0,Unknown,4.0,2,Life Sciences,1288,3,Male,92.0,4,2,Manager,1,Divorced,19190.0,17477.0,1,Yes,No,14.0,3,4,,2.0,0,4,2,25,0,14,13,1979,1599.17,,No
34,No,Travel Frequently,648.0,Human Resources,11.0,3,Life Sciences,0,3,Male,56.0,2,2,Human Resources,2,Unknown,4706.75,21833.0,4,Yes,No,11.0,3,4,,2.0,14,5,4,10,0,1,8,1989,392.23,,Yes
39,No,Unknown,412.0,Unknown,13.0,4,Unknown,1307,3,Female,94.0,2,4,Manager,2,Divorced,17123.0,17334.0,6,Yes,Yes,13.0,3,4,,2.0,0,4,3,19,0,15,2,1984,1426.92,,No
55,No,Travel Rarely,282.0,Unknown,2.0,2,Medical,1336,4,Female,58.0,1,2,Manager,3,Unknown,19187.0,6992.0,4,Yes,Unknown,14.0,0,4,,1.0,23,5,3,19,0,9,11,1968,1598.92,,Yes
51,No,Unknown,770.0,Unknown,5.0,3,Life Sciences,1352,3,Male,84.0,3,4,Manager,2,Unknown,17421.96,17588.0,1,Yes,Unknown,11.0,3,2,80.0,1.0,0,2,3,33,0,0,10,1972,1451.83,,Yes
58,Yes,Unknown,601.0,Unknown,14.0,4,Medical,1360,1,Female,53.0,2,3,Manufacturing Director,1,Married,10008.0,12023.0,7,Yes,Unknown,14.0,3,4,80.0,0.0,0,0,2,10,0,5,9,1965,834.0,,Yes
48,No,Unknown,855.0,Unknown,4.0,3,Life Sciences,0,4,Male,54.0,3,3,Manufacturing Director,4,Single,7350.56,18706.0,1,Yes,No,11.0,3,3,,0.0,11,2,3,10,0,0,8,1975,612.55,,Yes
29,No,Travel Rarely,332.0,Human Resources,17.0,3,Unknown,1419,2,Male,51.0,2,3,Human Resources,1,Single,7988.0,9769.0,1,Yes,Unknown,13.0,3,1,,0.0,0,3,2,10,0,0,9,1994,665.67,,No
34,No,Unknown,1326.0,Unknown,3.0,3,Other,1478,4,Male,81.0,1,2,Sales Executive,1,Single,6982.03,15891.0,3,Yes,No,18.0,0,4,80.0,0.0,15,2,3,13,0,3,12,1989,581.84,,Yes
42,No,Travel Frequently,748.0,Unknown,9.0,2,Unknown,1480,1,Female,74.0,3,1,Laboratory Technician,4,Unknown,3299.17,16458.0,1,Yes,Unknown,13.0,3,3,,0.0,12,3,3,12,0,5,8,1981,274.93,,Yes
57,No,Travel Rarely,405.0,Unknown,1.0,2,Life Sciences,0,2,Male,93.0,4,2,Research Scientist,3,Married,3314.25,2721.0,0,Yes,No,24.0,4,1,,1.0,13,2,2,12,0,2,8,1966,276.19,,Yes
34,Yes,Travel Rarely,790.0,Unknown,24.0,4,Unknown,1489,1,Female,40.0,2,2,Sales Executive,2,Single,6982.03,7815.0,0,Yes,Yes,23.0,4,3,,0.0,16,2,4,15,0,10,10,1989,581.84,,No
54,No,Travel Frequently,1050.0,Unknown,11.0,4,Medical,1520,2,Female,87.0,3,4,Manager,4,Unknown,17421.96,24456.0,3,Yes,No,20.0,0,1,,1.0,26,2,3,14,0,1,12,1969,1451.83,,Yes
34,No,Travel Rarely,971.0,Unknown,1.0,3,Unknown,1535,4,Male,64.0,2,3,Sales Executive,3,Unknown,7083.0,12288.0,1,Yes,Unknown,14.0,3,4,80.0,0.0,0,3,3,10,0,8,6,1989,590.25,,No
29,No,Unknown,1370.0,Unknown,3.0,1,Medical,1586,2,Male,87.0,3,1,Laboratory Technician,1,Single,4723.0,16213.0,1,Yes,Unknown,18.0,3,4,,0.0,0,3,0,10,0,1,5,1994,393.58,,Yes
35,No,Travel Rarely,750.0,Unknown,28.0,3,Life Sciences,1596,2,Male,46.0,4,2,Laboratory Technician,3,Unknown,3407.0,25348.0,1,Yes,Unknown,17.0,0,4,,2.0,0,3,2,10,0,6,8,1988,283.92,,Yes
35,Yes,Unknown,880.0,Unknown,12.0,4,Other,1667,4,Male,36.0,3,2,Sales Executive,4,Unknown,6982.03,10414.0,3,Yes,Unknown,24.0,4,1,,0.0,13,2,4,11,0,6,7,1988,581.84,,Yes
34,No,Travel Rarely,678.0,Unknown,19.0,3,Life Sciences,1701,2,Female,35.0,2,1,Research Scientist,4,Married,2929.0,20338.0,1,Yes,No,12.0,3,2,,0.0,10,3,3,10,0,8,7,1989,244.08,,Yes
43,No,Unknown,1179.0,Unknown,2.0,3,Unknown,1706,4,Male,73.0,3,2,Sales Executive,4,Unknown,6982.03,6069.0,1,Yes,Yes,17.0,3,1,,1.0,10,3,3,10,0,8,8,1980,581.84,,No
58,No,Non Travel,350.0,Unknown,2.0,3,Medical,0,2,Male,52.0,3,4,Manager,2,Divorced,17421.96,22577.0,4,Yes,No,22.0,4,4,,1.0,37,0,2,16,0,14,14,1965,1451.83,,Yes
36,No,Travel Rarely,1266.0,Sales,14.0,4,Unknown,0,1,Female,63.0,2,2,Sales Executive,3,Married,6982.03,6060.0,1,Yes,Yes,13.0,3,1,,1.0,10,4,3,10,0,1,7,1987,581.84,,No
43,No,Travel Rarely,574.0,Unknown,11.0,3,Life Sciences,1971,1,Male,30.0,3,3,Healthcare Representative,3,Married,7812.92,16873.0,1,Yes,Unknown,17.0,3,2,,1.0,10,1,3,10,0,0,9,1980,651.08,,Yes
55,No,Unknown,189.0,Unknown,26.0,4,Human Resources,0,3,Male,71.0,4,2,Manager,2,Married,17421.96,25811.0,4,Yes,Yes,18.0,3,1,80.0,1.0,35,0,3,10,0,1,4,1968,1451.83,,Yes
42,No,Unknown,807.05,Research & Development,23.0,2,Unknown,1976,4,Male,37.0,2,2,Research Scientist,3,Single,3314.25,14811.0,1,Yes,Unknown,12.0,3,4,80.0,0.0,20,2,3,20,0,3,7,1981,276.19,,Yes
40,No,Unknown,692.0,Unknown,11.0,3,Technical Degree,1985,4,Female,73.0,3,2,Laboratory Technician,3,Married,3299.17,26849.0,1,Yes,Unknown,11.0,0,1,,1.0,10,2,4,10,0,9,4,1983,274.93,,Yes
56,Yes,Unknown,310.0,Research & Development,7.0,2,Technical Degree,2032,4,Male,72.0,3,1,Laboratory Technician,3,Married,3299.17,3666.0,8,Yes,No,11.0,3,4,80.0,1.0,14,4,1,10,0,9,8,1967,274.93,,Yes
39,No,Travel Rarely,722.0,Unknown,33.0,1,Marketing,2056,3,Female,60.0,2,4,Sales Executive,4,Unknown,12031.0,8828.0,0,Yes,Unknown,11.0,3,1,80.0,1.0,0,2,2,20,0,9,6,1984,1002.58,,Yes
53,No,Travel Rarely,1219.0,Unknown,2.0,4,Life Sciences,0,1,Female,78.0,2,4,Manager,4,Married,15427.0,22021.0,2,Yes,No,16.0,3,3,80.0,0.0,0,3,3,25,0,3,7,1970,1285.58,,Yes
27,No,Travel Frequently,994.0,Unknown,8.0,3,Unknown,0,4,Male,37.0,3,3,Sales Executive,3,Single,6982.03,2975.0,1,Yes,No,15.0,3,4,,0.0,9,0,3,9,0,1,7,1996,581.84,,No
30,No,Travel Frequently,721.0,Unknown,1.0,2,Unknown,57,3,Female,58.0,3,2,Laboratory Technician,4,Unknown,3299.17,10781.0,1,Yes,Unknown,23.0,4,4,,0.0,12,2,0,12,0,3,7,1993,274.93,,Yes
35,No,Unknown,853.0,Unknown,18.0,3,Life Sciences,0,2,Male,71.0,3,3,Sales Executive,1,Married,6982.03,11031.0,1,Yes,Unknown,22.0,4,4,80.0,1.0,9,3,2,9,0,1,8,1988,581.84,,Yes
32,No,Travel Rarely,427.0,Research & Development,1.0,3,Medical,78,1,Male,65.99,3,2,Manufacturing Director,4,Married,6162.0,10877.0,1,Yes,Yes,22.0,4,2,,1.0,9,3,3,9,0,7,8,1991,513.5,,Yes
30,No,Travel Rarely,852.0,Unknown,1.0,1,Life Sciences,104,4,Male,55.0,2,2,Laboratory Technician,4,Married,5126.0,15998.0,1,Yes,Unknown,12.0,3,3,,2.0,0,1,0,10,0,3,0,1993,427.17,,No
46,Yes,Unknown,669.0,Sales,9.0,2,Medical,118,3,Male,64.0,2,3,Sales Executive,4,Unknown,9619.0,13596.0,1,Yes,No,16.0,3,4,,0.0,9,3,3,9,0,4,7,1977,801.58,,No
30,No,Travel Rarely,1334.0,Unknown,4.0,2,Unknown,121,3,Female,63.0,2,2,Sales Executive,2,Unknown,6982.03,19760.0,1,Yes,Yes,12.0,3,2,,3.0,11,4,2,11,0,2,7,1993,581.84,,No
32,No,Unknown,1093.0,Unknown,6.0,4,Unknown,125,2,Male,87.0,3,2,Sales Executive,3,Single,5010.0,24301.0,1,Yes,No,16.0,3,1,80.0,0.0,12,0,3,11,0,5,7,1991,417.5,,Yes
35,No,Travel Rarely,807.05,Unknown,37.0,3,Marketing,0,3,Male,94.0,3,3,Sales Executive,2,Married,6982.03,11439.0,1,Yes,Unknown,13.0,3,1,,2.0,0,3,3,10,0,0,6,1988,581.84,,No
32,No,Unknown,967.0,Unknown,8.0,3,Marketing,207,2,Female,43.0,3,3,Sales Executive,4,Single,6982.03,15589.0,1,Yes,Unknown,14.0,3,4,80.0,0.0,9,2,3,9,0,3,7,1991,581.84,,Yes
41,No,Travel Rarely,465.0,Research & Development,34.0,3,Life Sciences,227,1,Male,56.0,3,1,Research Scientist,3,Divorced,3314.25,4609.0,4,Yes,No,12.0,3,1,,1.0,0,2,3,9,0,1,8,1982,276.19,,Yes
40,No,Travel Rarely,989.0,Unknown,4.0,1,Medical,253,4,Female,46.0,3,2,Manager,3,Unknown,19033.0,6499.0,1,Yes,No,14.0,3,2,,1.0,21,2,3,20,0,9,9,1983,1586.08,,No
45,No,Unknown,1195.0,Unknown,2.0,2,Unknown,264,1,Male,65.0,2,4,Manager,4,Married,17421.96,20462.0,9,Yes,No,23.0,4,4,,1.0,22,1,3,20,0,11,8,1978,1451.83,,Yes
32,Yes,Travel Rarely,1045.0,Unknown,4.0,4,Unknown,291,4,Male,32.0,1,3,Sales Executive,4,Married,10400.0,25812.0,1,Yes,No,11.0,3,3,80.0,0.0,14,2,2,14,0,9,8,1991,866.67,,No
30,No,Non Travel,829.0,Research & Development,1.0,1,Life Sciences,292,3,Male,88.0,2,3,Manufacturing Director,3,Unknown,7350.56,20925.0,1,Yes,No,22.0,4,3,80.0,0.0,0,2,3,11,0,5,8,1993,612.55,,Yes
37,No,Unknown,663.0,Unknown,11.0,3,Unknown,306,2,Male,47.0,3,3,Research Director,4,Unknown,16089.84,10056.0,1,Yes,Unknown,14.0,3,3,,3.0,0,1,3,10,0,0,7,1986,1340.82,,Yes
37,No,Unknown,319.0,Unknown,4.0,4,Unknown,0,1,Male,41.0,3,1,Sales Representative,4,Divorced,2793.0,2539.0,4,Yes,No,17.0,3,3,80.0,1.0,13,2,3,9,0,5,8,1986,232.75,,No
40,No,Unknown,1300.0,Unknown,24.0,2,Technical Degree,335,1,Male,62.0,3,2,Research Scientist,4,Unknown,3314.25,24447.0,1,Yes,No,17.0,3,1,,2.0,0,3,3,9,0,4,7,1983,276.19,,No
36,No,Non Travel,1105.0,Unknown,24.0,4,Unknown,0,2,Female,47.0,3,2,Laboratory Technician,2,Married,5674.0,6927.0,7,Yes,Unknown,15.0,3,3,,1.0,11,3,3,9,0,0,8,1987,472.83,,Yes
32,No,Travel Rarely,906.0,Unknown,7.0,3,Life Sciences,420,4,Male,91.0,2,2,Sales Executive,3,Married,6982.03,16985.0,1,Yes,Unknown,14.0,3,3,,1.0,13,3,2,13,0,4,8,1991,581.84,,Yes
38,No,Unknown,849.0,Unknown,25.0,2,Life Sciences,421,1,Female,81.0,2,3,Research Director,2,Unknown,16089.84,26707.0,3,Yes,Unknown,17.0,3,3,,1.0,0,2,3,10,0,0,1,1985,1340.82,,Yes
30,No,Travel Rarely,1275.0,Unknown,28.0,2,Unknown,441,4,Female,64.0,3,2,Research Scientist,4,Married,3314.25,11934.0,1,Yes,No,13.0,3,4,80.0,2.0,11,2,3,10,0,1,9,1993,276.19,,Yes
39,No,Unknown,1218.0,Unknown,1.0,1,Unknown,531,2,Male,52.0,3,2,Manager,3,Unknown,19197.0,8213.0,1,Yes,Unknown,14.0,3,3,,1.0,21,3,3,21,0,1,6,1984,1599.75,,Yes
60,No,Unknown,422.0,Unknown,7.0,3,Life Sciences,549,1,Female,41.0,3,2,Manager,1,Unknown,17421.96,3854.0,5,Yes,No,11.0,3,4,80.0,0.0,33,5,1,29,0,11,10,1963,1451.83,,Yes
30,No,Unknown,1398.0,Unknown,22.0,4,Other,567,3,Female,69.0,3,3,Sales Executive,1,Unknown,8412.0,2890.0,0,Yes,Unknown,11.0,3,3,,0.0,10,3,3,9,0,7,8,1993,701.0,,Yes
31,No,Travel Rarely,1274.0,Research & Development,9.0,1,Unknown,581,3,Male,65.99,3,3,Manufacturing Director,2,Divorced,7350.56,14394.0,1,Yes,No,25.0,4,4,,1.0,0,6,4,13,0,0,8,1992,612.55,,Yes
33,Yes,Unknown,1076.0,Unknown,3.0,3,Life Sciences,702,1,Male,70.0,3,1,Research Scientist,1,Single,3348.0,3164.0,1,Yes,Yes,11.0,3,1,80.0,0.0,0,3,3,10,0,9,7,1990,279.0,,No
50,No,Unknown,1207.0,Unknown,28.0,1,Medical,716,4,Male,74.0,4,1,Laboratory Technician,3,Married,3299.17,3297.0,1,Yes,Yes,11.0,0,3,,3.0,20,3,3,20,0,3,8,1973,274.93,,Yes
32,No,Unknown,430.0,Research & Development,24.0,4,Life Sciences,772,1,Male,80.0,3,2,Laboratory Technician,4,Unknown,5309.0,21146.0,1,Yes,No,15.0,0,4,,2.0,10,2,3,10,0,4,7,1991,442.42,,Yes
42,No,Unknown,933.0,Unknown,29.0,3,Unknown,836,2,Male,98.0,3,2,Manufacturing Director,2,Unknown,7350.56,11806.0,1,Yes,Unknown,13.0,3,4,80.0,1.0,10,3,2,9,0,7,8,1981,612.55,,Yes
49,Yes,Unknown,1184.0,Sales,11.0,3,Marketing,840,3,Female,43.0,3,3,Sales Executive,4,Married,7654.0,5860.0,1,Yes,No,18.0,3,1,,2.0,0,3,4,9,0,7,7,1974,637.83,,No
27,No,Unknown,807.05,Unknown,5.0,1,Unknown,844,3,Male,42.0,2,3,Research Director,4,Divorced,12808.0,8842.0,1,Yes,Unknown,16.0,3,2,,1.0,0,3,3,9,0,0,8,1996,1067.33,,Yes
33,No,Travel Rarely,586.0,Unknown,1.0,3,Medical,0,1,Male,48.0,4,2,Sales Executive,1,Divorced,6982.03,21816.0,1,Yes,Unknown,22.0,0,1,,1.0,9,5,3,9,0,0,8,1990,581.84,,Yes
52,No,Unknown,890.0,Research & Development,26.0,4,Unknown,867,3,Female,81.0,2,4,Manufacturing Director,4,Married,7350.56,19028.0,3,Yes,No,22.0,4,3,80.0,0.0,31,3,3,9,0,0,0,1971,612.55,,No
32,No,Unknown,379.0,Unknown,5.0,2,Life Sciences,889,2,Male,48.0,3,2,Sales Executive,2,Unknown,6982.03,8891.0,1,Yes,No,14.0,3,4,80.0,1.0,10,3,3,10,0,5,3,1991,581.84,,Yes
36,No,Unknown,1425.0,Unknown,14.0,1,Life Sciences,924,3,Male,68.0,3,2,Healthcare Representative,4,Unknown,6586.0,4821.0,0,Yes,Unknown,17.0,3,1,,1.0,0,2,2,16,0,4,11,1987,548.83,,No
31,No,Non Travel,1188.0,Sales,20.0,2,Unknown,0,4,Female,45.0,3,2,Sales Executive,3,Unknown,6982.03,24406.0,1,Yes,Unknown,13.0,3,4,,1.0,0,2,2,9,0,0,0,1992,581.84,,No
36,No,Travel Rarely,938.0,Unknown,2.0,4,Medical,0,3,Male,79.0,3,1,Laboratory Technician,3,Single,2519.0,12287.0,4,Yes,No,21.0,4,3,,0.0,0,6,3,11,0,3,9,1987,209.92,,Yes
52,No,Unknown,1053.0,Unknown,1.0,2,Life Sciences,976,4,Male,70.0,3,4,Manager,4,Married,17099.0,13829.0,2,Yes,Unknown,15.0,3,2,80.0,1.0,26,2,0,9,0,7,8,1971,1424.92,,Yes
33,No,Non Travel,722.0,Unknown,17.0,3,Unknown,992,4,Male,38.0,3,4,Manager,3,Single,17421.96,20489.0,1,Yes,Unknown,11.0,3,4,,0.0,10,2,3,10,0,6,0,1990,1451.83,,No
45,No,Non Travel,248.0,Unknown,23.0,2,Life Sciences,1002,4,Male,42.0,3,2,Laboratory Technician,1,Unknown,3299.17,14039.0,1,Yes,Yes,15.0,3,3,80.0,1.0,9,2,3,9,0,0,8,1978,274.93,,Yes
0,No,Travel Rarely,796.0,Research & Development,12.0,3,Unknown,1073,4,Female,51.0,2,3,Manufacturing Director,4,Unknown,7350.56,15669.0,0,Yes,Unknown,11.0,3,2,,0.0,15,2,2,14,0,7,8,1987,612.55,,Yes
49,No,Unknown,174.0,Unknown,8.0,4,Unknown,1138,4,Male,56.0,2,4,Sales Executive,2,Unknown,13120.0,11879.0,6,Yes,Unknown,17.0,3,2,80.0,1.0,22,3,3,9,0,2,3,1974,1093.33,,No
29,Yes,Unknown,408.0,Unknown,23.0,1,Unknown,0,4,Female,45.0,2,3,Sales Executive,1,Unknown,6982.03,11162.0,1,Yes,Unknown,13.0,0,1,,1.0,11,3,1,11,0,3,10,1994,581.84,,Yes
29,No,Unknown,807.05,Unknown,6.0,1,Unknown,1192,2,Female,54.0,3,1,Laboratory Technician,4,Married,3131.0,26342.0,1,Yes,Unknown,13.0,3,1,,1.0,0,5,3,10,0,0,8,1994,260.92,,No
37,No,Unknown,977.0,Research & Development,1.0,3,Life Sciences,1196,4,Female,56.0,2,2,Manufacturing Director,4,Married,7350.56,9961.0,1,Yes,Unknown,13.0,3,2,80.0,1.0,14,2,2,14,0,3,11,1986,612.55,,Yes
33,No,Travel Rarely,536.0,Unknown,10.0,3,Unknown,0,4,Male,82.0,4,3,Sales Executive,3,Unknown,6982.03,21708.0,0,Yes,Unknown,14.0,3,4,,2.0,0,3,3,9,0,0,8,1990,581.84,,Yes
34,No,Travel Frequently,135.0,Unknown,19.0,3,Medical,0,3,Female,46.0,3,2,Laboratory Technician,2,Divorced,4444.0,22534.0,4,Yes,No,13.0,3,3,80.0,2.0,15,2,4,11,0,5,10,1989,370.33,,Yes
28,No,Non Travel,1476.0,Unknown,1.0,3,Unknown,1315,3,Female,55.0,1,2,Laboratory Technician,4,Married,6674.0,16392.0,0,Yes,No,11.0,3,1,,3.0,10,6,3,9,0,7,5,1995,556.17,,Yes
31,No,Non Travel,587.0,Unknown,2.0,4,Unknown,1324,4,Female,57.0,3,3,Sales Executive,3,Unknown,9852.0,8935.0,1,Yes,Yes,19.0,3,1,,1.0,10,5,2,10,0,9,6,1992,821.0,,Yes
42,No,Non Travel,495.0,Unknown,2.0,1,Life Sciences,1334,3,Male,65.99,3,4,Manager,3,Unknown,17861.0,26582.0,0,Yes,Yes,13.0,0,4,80.0,0.0,21,3,2,20,0,2,10,1981,1488.42,,No
40,No,Travel Rarely,523.0,Unknown,2.0,3,Life Sciences,1346,3,Male,98.0,3,2,Research Scientist,4,Single,3314.25,22455.0,1,Yes,Unknown,13.0,3,3,80.0,0.0,9,4,3,9,0,8,8,1983,276.19,,Yes
34,No,Unknown,507.0,Unknown,15.0,2,Medical,1356,3,Female,66.0,3,2,Sales Executive,1,Single,6982.03,23553.0,1,Yes,Unknown,12.0,3,4,,0.0,0,6,4,10,0,9,6,1989,581.84,,Yes
58,No,Travel Rarely,1055.0,Unknown,1.0,3,Unknown,1423,4,Female,76.0,3,2,Research Director,1,Unknown,16089.84,22456.0,3,Yes,Unknown,21.0,4,3,,1.0,0,3,3,9,0,1,5,1965,1340.82,,No
